Person,Rank,First Name,Last Name,Pre-Nominal,Given Name,Surname,Bloodname,Post-Nominal,Callsign,Age,Status,Gender,Skill Level,Role,Unit Assignment,Force,Deployed,Mech,Vehicle,Naval,VTOL,Aero,Aircraft,Vessel,Battle Armour,Small Arms,Anti-Mek,Artillery,Tactics,Strategy,Leadership,Tech/Mek,Tech/Aero,Mechanic,Tech/BA,Medical,Admin,Negotiation,Scrounge,Injuries,Kills,Salary,XP,Origin Faction,Origin Planet,Birthday,Recruitment Date,Last Rank Change,Due Date,Retirement Date,Death Date,Commander,Founder,Clan Personnel,Marriageable,Divorceable,Trying to Conceive,Immortal,Toughness,Edge,SPA Count,Implant Count,Portrait Path
"",Private,Paul,Robinson,,Paul,Robinson,,,,3002-01-02,Active,Male,Regular,Soldier,Jump Platoon (Rifle),VTOL Infantry,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1,750 C-Bill,5,Draconis Combine,Verthandi (Norn),3002-01-02,3028-01-01,3028-09-11,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,Male/Soldier/Inf_M_1.png
"",Lieutenant JG,Ashley,Bolzoni,,Ashley,Bolzoni,,,,2996-10-16,Active,Female,Elite,Soldier,Jump Platoon (Rifle),VTOL Infantry,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,2,-,-,3,1,-,-,-,-,-,-,-,-,-,0,1,"2,880 C-Bill",2,Mercenary,Harvest,2996-10-16,3028-01-01,3028-09-04,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,Female/Soldier/Inf_F_41.png
"",Sergeant,Dan,Dancy,,Dan,Dancy,,,,3003-04-16,Active,Male,Veteran,Soldier,Jump Platoon (Rifle),VTOL Infantry,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1,"1,200 C-Bill",3,Mercenary,Romulus,3003-04-16,3028-01-01,3028-09-11,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,Male/Soldier/Inf_M_47.png
"",Sergeant,Aceline,Leduc,,Aceline,Leduc,,,,3000-06-12,Active,Female,Veteran,Soldier,Jump Platoon (Rifle),VTOL Infantry,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1,"1,200 C-Bill",2,Lyran Commonwealth,Persistence,3000-06-12,3028-01-01,3028-09-11,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,Female/Soldier/Inf_F_27.png
"",Private,Brandon,Marek,,Brandon,Marek,,,,3004-07-31,Active,Male,Green,Soldier,Jump Platoon (Rifle),VTOL Infantry,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1,450 C-Bill,5,Draconis Combine,Verthandi (Norn),3004-07-31,3028-01-01,3028-09-11,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,Male/Soldier/Inf_M_77.png
"",Private,Diro,López,,Diro,López,,,,3008-07-15,Active,Female,Green,Soldier,Jump Platoon (Rifle),VTOL Infantry,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,5,6,4,-,-,-,-,-,-,-,-,-,-,-,0,1,675 C-Bill,5,Mercenary,Icar,3008-07-15,3028-01-01,3028-09-11,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,Female/Soldier/Inf_F_37.png
"",Private,Jae-chun,So,,Jae-chun,So,,,,2988-10-04,Active,Male,Regular,Soldier,Jump Platoon (Rifle),VTOL Infantry,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1,750 C-Bill,5,Draconis Combine,Harvest,2988-10-04,3028-01-01,3028-09-11,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,Male/Soldier/Inf_M_25.png
"",Private,Louiza,Gao,,Louiza,Gao,,,,2998-05-31,Active,Female,Regular,Soldier,Jump Platoon (Rifle),VTOL Infantry,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1,750 C-Bill,5,Lyran Commonwealth,Winfield,2998-05-31,3028-01-01,3028-09-11,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,Female/Soldier/Inf_F_26.png
"",Sergeant,Helena,Qadir-Kumawagra,,Helena,Qadir-Kumawagra,,,,3003-01-19,Active,Female,Veteran,Soldier,Jump Platoon (Rifle),VTOL Infantry,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1,"1,200 C-Bill",3,Mercenary,Trell I,3003-01-19,3028-01-01,3028-09-11,,,,No,No,No,N/A,Yes,Yes,No,0,0,1,0,Female/Soldier/Inf_F_72.png
"",Private,Bruno,Doucet,,Bruno,Doucet,,,,2998-09-01,Active,Male,Regular,Soldier,Jump Platoon (Rifle),VTOL Infantry,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1,750 C-Bill,4,Draconis Combine,Verthandi (Norn),2998-09-01,3028-01-01,3028-09-11,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,Male/Soldier/Inf_M_15.png
"",Private,David,Sellami,,David,Sellami,,,,2993-11-19,Active,Male,Elite,Soldier,Jump Platoon (Rifle),VTOL Infantry,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,1,3,3,1,-,-,-,-,-,-,-,-,-,-,0,1,"3,600 C-Bill",2,Draconis Combine,Verthandi (Norn),2993-11-19,3028-01-01,3028-09-11,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,Male/Soldier/Inf_M_39.png
"",Private,Otberta,Daalerop,,Otberta,Daalerop,,,,3006-12-05,Active,Female,Green,Soldier,Jump Platoon (Rifle),VTOL Infantry,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1,450 C-Bill,5,Draconis Combine,New Caledonia,3006-12-05,3028-01-01,3028-09-11,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,Female/Soldier/Inf_F_34.png
"",Private,Jane,Grant,,Jane,Grant,,,,3004-03-05,Active,Female,Green,Soldier,Jump Platoon (Rifle),VTOL Infantry,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1,450 C-Bill,5,Lyran Commonwealth,Steelton,3004-03-05,3028-01-01,3028-09-11,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,Female/Soldier/Inf_F_52.png
"",Private,Dennis,Gorrell,,Dennis,Gorrell,,,,3002-05-11,Active,Male,Veteran,Soldier,Jump Platoon (Rifle),VTOL Infantry,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1,"1,200 C-Bill",3,Draconis Combine,New Caledonia,3002-05-11,3028-01-01,3028-09-11,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,Male/Soldier/Inf_M_3.png
"",,Shawn,Quiñones,,Shawn,Quiñones,,,,3006-01-12,Killed in Action,Male,Regular,Soldier,-,-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,4,5,-,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,125 C-Bill",0,Mercenary,Trell I,3006-01-12,3028-01-01,3028-01-01,,,3028-02-28,No,No,No,Yes,N/A,N/A,N/A,0,0,0,0,Male/Soldier/Inf_M_49.png
"",Private,Lyndon,Woollard,,Lyndon,Woollard,,,,3002-04-26,Active,Male,Regular,Soldier,Jump Platoon (Rifle),VTOL Infantry,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,4,5,-,-,-,-,-,-,-,-,-,-,-,-,0,1,"1,125 C-Bill",5,Mercenary,Persistence,3002-04-26,3028-01-01,3028-09-11,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,Male/Soldier/Inf_M_71.png
"",Lieutenant SG,Chan-koo,Yokoyama,,Chan-koo,Yokoyama,,,,2994-05-11,Active,Male,Elite,Soldier,Jump Platoon (SRM),VTOL Infantry,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,1,3,5,4,-,-,-,-,-,-,-,-,-,-,0,0,"4,320 C-Bill",1,Mercenary,Verthandi (Norn),2994-05-11,3028-01-01,3028-09-04,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,Male/Soldier/Inf_M_69.png
"",Sergeant,Dyanna,Simon,,Dyanna,Simon,,,,3006-03-18,Active,Female,Veteran,Soldier,Jump Platoon (SRM),VTOL Infantry,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,200 C-Bill",3,Mercenary,Steelton,3006-03-18,3028-01-01,3028-09-11,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,Female/Soldier/Inf_F_70.png
"",,Abdul-Haqq,bin Zafar,,Abdul-Haqq,bin Zafar,,,,3003-09-04,Killed in Action,Male,Regular,Soldier,-,-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,4,5,-,1,-,-,-,-,-,-,-,-,-,-,0,0,"1,125 C-Bill",5,Lyran Commonwealth,Romulus,3003-09-04,3028-01-01,3028-01-01,,,3028-09-11,No,No,No,Yes,N/A,N/A,N/A,0,0,0,0,Male/Soldier/Inf_M_22.png
"",,Viola,Boerth,,Viola,Boerth,,,,3005-11-03,Killed in Action,Female,Regular,Soldier,-,-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,750 C-Bill,5,Independent,Star's End (Novo Cressidas),3005-11-03,3028-01-01,3028-01-01,,,3028-09-11,No,No,No,Yes,N/A,Yes,N/A,0,0,0,0,Female/Soldier/Inf_F_30.png
"",,Avery,van den Broek,,Avery,van den Broek,,,,3003-07-28,Killed in Action,Male,Veteran,Soldier,-,-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,200 C-Bill",2,Mercenary,Toland,3003-07-28,3028-01-01,3028-01-01,,,3028-09-11,No,No,No,Yes,N/A,N/A,N/A,0,0,0,0,Male/Soldier/Inf_M_10.png
"",Private,Waweru,Jubair,,Waweru,Jubair,,,,3006-12-08,Active,Male,Regular,Soldier,Jump Platoon (SRM),VTOL Infantry,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,750 C-Bill,1,Independent,Star's End (Novo Cressidas),3006-12-08,3028-01-01,3028-09-11,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,Male/Soldier/Inf_M_33.png
"",Sergeant,Moges,Mshindi,,Moges,Mshindi,,,,2996-07-05,Active,Male,Elite,Soldier,Jump Platoon (SRM),VTOL Infantry,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,"2,400 C-Bill",2,Mercenary,Trell I,2996-07-05,3028-01-01,3028-09-11,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,Male/Soldier/Inf_M_34.png
"",Private,Rebecca,Mambetov,,Rebecca,Mambetov,,,,3005-02-01,Active,Female,Veteran,Soldier,Jump Platoon (SRM),VTOL Infantry,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,3,5,-,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,800 C-Bill",2,Independent,Star's End (Novo Cressidas),3005-02-01,3028-01-01,3028-09-11,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,Female/Soldier/Inf_F_47.png
"",Sergeant,Tarisai,Gacoki,,Tarisai,Gacoki,,,,3004-03-31,Active,Female,Veteran,Soldier,Jump Platoon (SRM),VTOL Infantry,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,3,-,-,1,-,-,-,-,-,-,-,-,-,-,0,0,"1,200 C-Bill",2,Mercenary,Maxie's Planet,3004-03-31,3028-01-01,3028-09-11,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,Female/Soldier/Inf_F_35.png
"",Private,Helen,Ebel,,Helen,Ebel,,,,3001-07-27,Active,Female,Veteran,Soldier,Jump Platoon (SRM),VTOL Infantry,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,200 C-Bill",2,Draconis Combine,Csesztreg,3001-07-27,3028-01-01,3028-09-11,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,Female/Soldier/Inf_F_53.png
"",,Valentyn,Nedorost,,Valentyn,Nedorost,,,,2992-11-29,Killed in Action,Male,Veteran,Soldier,-,-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,3,-,-,1,-,-,-,-,-,-,-,-,-,-,0,0,"1,200 C-Bill",5,Lyran Commonwealth,Romulus,2992-11-29,3028-01-01,3028-01-01,,,3028-09-11,No,No,No,Yes,N/A,N/A,N/A,0,0,0,0,Male/Soldier/Inf_M_76.png
"",Private,Mezhlum,Misarian,,Mezhlum,Misarian,,,,3006-10-04,Active,Male,Regular,Soldier,Jump Platoon (SRM),VTOL Infantry,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,750 C-Bill,2,Lyran Commonwealth,Toland,3006-10-04,3028-01-01,3028-09-11,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,Male/Soldier/Inf_M_17.png
"",Sergeant,Mary,Utting,,Mary,Utting,,,,3000-10-04,Active,Female,Elite,Soldier,Jump Platoon (SRM),VTOL Infantry,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,2,-,-,1,-,-,-,-,-,-,-,-,-,-,4,0,"2,400 C-Bill",3,Lyran Commonwealth,Romulus,3000-10-04,3028-01-01,3028-09-11,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,Female/Soldier/Inf_F_74.png
"",,Emeryk,Vanska,,Emeryk,Vanska,,,,3006-08-15,Killed in Action,Male,Regular,Soldier,-,-,-,-/-,-/6,-/-,-/-,-/-,-/-,-/-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,750 C-Bill,5,Draconis Combine,New Caledonia,3006-08-15,3028-01-01,3028-01-01,,,3028-09-11,No,No,No,Yes,N/A,N/A,N/A,0,0,0,0,Male/Soldier/Inf_M_24.png
"",,Graça,Furtado,,Graça,Furtado,,,,3001-06-30,Killed in Action,Female,Regular,Soldier,-,-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,750 C-Bill,5,Lyran Commonwealth,Icar,3001-06-30,3028-01-01,3028-01-01,,,3028-09-11,No,No,No,Yes,N/A,Yes,N/A,0,0,0,0,Female/Soldier/Inf_F_54.png
"",,Caimile,Mfaki,,Caimile,Mfaki,,,,3008-08-22,Killed in Action,Female,Green,Soldier,-,-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,5,-,4,-,-,-,-,-,-,-,-,-,-,-,0,0,450 C-Bill,5,Mercenary,Icar,3008-08-22,3028-01-01,3028-01-01,,,3028-09-11,No,No,No,Yes,N/A,Yes,N/A,0,0,0,0,Female/Soldier/Inf_F_3.png
"",,Abhika,Veer,,Abhika,Veer,,,,3004-10-25,Killed in Action,Male,Regular,Soldier,-,-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,750 C-Bill,2,Independent,Star's End (Novo Cressidas),3004-10-25,3028-01-01,3028-01-01,,,3028-09-11,No,No,No,Yes,N/A,N/A,N/A,0,0,0,0,Male/Soldier/Inf_M_45.png
"",Private,Marzuq,Thabit,,Marzuq,Thabit,,,,3004-06-13,Active,Male,Regular,Soldier,Jump Platoon (SRM),VTOL Infantry,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,750 C-Bill,2,Mercenary,Harvest,3004-06-13,3028-01-01,3028-09-11,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,Male/Soldier/Inf_M_38.png
"",Private,Muoi,Tran-Dinh,,Muoi,Tran-Dinh,,,,3006-08-17,Active,Male,Veteran,Soldier,Jump Platoon (Flamer),VTOL Infantry,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,200 C-Bill",0,Draconis Combine,Csesztreg,3006-08-17,3028-01-01,3028-09-11,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,Male/Soldier/Inf_M_46.png
"",Private,Sylvester,Nordstrøm,,Sylvester,Nordstrøm,,,,3000-10-20,Active,Male,Veteran,Soldier,Jump Platoon (Flamer),VTOL Infantry,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,3,5,-,1,-,-,-,-,-,-,-,-,-,-,0,0,"1,800 C-Bill",0,Draconis Combine,New Caledonia,3000-10-20,3028-01-01,3028-09-11,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,Male/Soldier/Inf_M_87.png
"",Lieutenant SG,Snezhana,Timofeev,,Snezhana,Timofeev,,,,2998-08-06,Killed in Action,Female,Elite,Soldier,-,-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,2,4,-,1,-,-,-,-,-,-,-,-,-,-,0,0,"4,320 C-Bill",1,Draconis Combine,Harvest,2998-08-06,3028-01-01,3028-09-04,,,3028-09-04,No,No,No,Yes,N/A,Yes,N/A,0,0,1,0,Female/Soldier/Inf_F_50.png
"",Private,Rafeeda,Fahd,,Rafeeda,Fahd,,,,3003-01-03,Active,Female,Veteran,Soldier,Jump Platoon (Flamer),VTOL Infantry,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,200 C-Bill",1,Mercenary,Trell I,3003-01-03,3028-01-01,3028-09-11,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,Female/Soldier/Inf_F_16.png
"",Sergeant,Mekhala,Khamisi,,Mekhala,Khamisi,,,,3000-12-22,Active,Female,Veteran,Soldier,Jump Platoon (Flamer),VTOL Infantry,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,200 C-Bill",2,Mercenary,Winfield,3000-12-22,3028-01-01,3028-09-11,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,Female/Soldier/Inf_F_23.png
"",Sergeant,Kakla,Omu,,Kakla,Omu,,,,2999-04-23,Active,Female,Veteran,Soldier,Jump Platoon (Flamer),VTOL Infantry,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,3,-,-,1,-,-,-,-,-,-,-,-,-,-,0,0,"1,200 C-Bill",1,Draconis Combine,Harvest,2999-04-23,3028-01-01,3028-09-11,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,Female/Soldier/Inf_F_8.png
"",Private,Dmitr,Rowicki,,Dmitr,Rowicki,,,,3006-02-08,Active,Male,Regular,Soldier,Jump Platoon (Flamer),VTOL Infantry,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,750 C-Bill,0,Independent,Star's End (Novo Cressidas),3006-02-08,3028-01-01,3028-09-11,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,Male/Soldier/Inf_M_28.png
"",,Vavrik,Zhmotov,,Vavrik,Zhmotov,,,,3000-08-03,Killed in Action,Male,Veteran,Soldier,-,-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,200 C-Bill",0,Mercenary,Toland,3000-08-03,3028-01-01,3028-01-01,,,3028-09-04,No,No,No,Yes,N/A,N/A,N/A,0,0,0,0,Male/Soldier/Inf_M_89.png
"",Sergeant,Hannah,Abdul-Ra'uf,,Hannah,Abdul-Ra'uf,,,,3004-01-16,Active,Female,Veteran,Soldier,Jump Platoon (Flamer),VTOL Infantry,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,200 C-Bill",1,Mercenary,Trell I,3004-01-16,3028-01-01,3028-09-11,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,Female/Soldier/Inf_F_12.png
"",Private,Roland,Monks,,Roland,Monks,,,,3003-01-09,Active,Male,Regular,Soldier,Jump Platoon (Flamer),VTOL Infantry,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,4,6,-,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,125 C-Bill",0,Mercenary,New Caledonia,3003-01-09,3028-01-01,3028-09-11,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,Male/Soldier/Inf_M_92.png
"",Private,Randy,Belohlawek,,Randy,Belohlawek,,,,3005-12-18,Active,Male,Regular,Soldier,Jump Platoon (Flamer),VTOL Infantry,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,750 C-Bill,2,Mercenary,Harvest,3005-12-18,3028-01-01,3028-09-11,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,Male/Soldier/Inf_M_2.png
"",Sergeant,Jamal,Jabari,,Jamal,Jabari,,,,3001-01-10,Active,Male,Veteran,Soldier,Jump Platoon (Flamer),VTOL Infantry,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,200 C-Bill",0,Lyran Commonwealth,Persistence,3001-01-10,3028-01-01,3028-09-11,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,Male/Soldier/Inf_M_63.png
"",Lieutenant JG,Tommie,Ng,,Tommie,Ng,,,,2995-09-11,Active,Female,Elite,Soldier,Jump Platoon (Flamer),VTOL Infantry,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,"2,880 C-Bill",1,Mercenary,New Caledonia,2995-09-11,3028-01-01,3028-09-22,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,Female/Soldier/Inf_F_56.png
"",,Cian,Nash,,Cian,Nash,,,,3003-04-08,Killed in Action,Male,Regular,Soldier,-,-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,750 C-Bill,0,Mercenary,Chateau,3003-04-08,3028-01-01,3028-01-01,,,3028-02-28,No,No,No,Yes,N/A,N/A,N/A,0,0,0,0,Male/Soldier/Inf_M_59.png
"",Private,Ujwala,Scarsella,,Ujwala,Scarsella,,,,2997-10-14,Active,Female,Elite,Soldier,Jump Platoon (Flamer),VTOL Infantry,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,1,-,-,1,-,-,-,-,-,-,-,-,-,-,0,0,"2,400 C-Bill",1,Independent,Star's End (Novo Cressidas),2997-10-14,3028-01-01,3028-09-11,,,,No,No,No,Yes,N/A,Yes,No,0,0,1,0,Female/Soldier/Inf_F_20.png
"",Private,Danny,Czapiewski,,Danny,Czapiewski,,,,3003-11-21,Active,Male,Veteran,Soldier,Jump Platoon (Flamer),VTOL Infantry,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,200 C-Bill",3,Mercenary,Icar,3003-11-21,3028-01-01,3028-09-11,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,Male/Soldier/Inf_M_83.png
"",,Hamazasp,van Burgersdijk,,Hamazasp,van Burgersdijk,,,,3000-10-31,Killed in Action,Male,Green,Soldier,-,-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,450 C-Bill,3,Mercenary,Maxie's Planet,3000-10-31,3028-01-01,3028-01-01,,,3028-09-04,No,No,No,Yes,N/A,N/A,N/A,0,0,0,0,Male/Soldier/Inf_M_95.png
"",Private,Forba,Bates,,Forba,Bates,,,,3007-04-23,Active,Female,Veteran,Soldier,Jump Platoon (Flamer),VTOL Infantry,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,200 C-Bill",0,Mercenary,Steelton,3007-04-23,3028-01-01,3028-09-11,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,Female/Soldier/Inf_F_11.png
"",Private,Vyacheslav,Voneve,,Vyacheslav,Voneve,,,,3006-09-02,Active,Male,Green,Soldier,Jump Platoon (Flamer),VTOL Infantry,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,5,7,-,-,-,-,-,-,-,-,-,-,-,-,0,0,675 C-Bill,1,Lyran Commonwealth,Romulus,3006-09-02,3028-01-01,3028-09-11,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,Male/Soldier/Inf_M_96.png
"",Private,Zaiba,Hussain,,Zaiba,Hussain,,,,3008-07-21,Active,Female,Regular,Soldier,Jump Platoon (Flamer),VTOL Infantry,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,750 C-Bill,0,Lyran Commonwealth,Trell I,3008-07-21,3028-01-01,3028-09-11,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,Female/Soldier/Inf_F_44.png
"",Private,Catherine,Chagares,,Catherine,Chagares,,,,3002-02-17,Active,Female,Veteran,Soldier,Jump Platoon (Flamer),VTOL Infantry,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,200 C-Bill",2,Mercenary,Maxie's Planet,3002-02-17,3028-01-01,3028-09-11,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,Female/Soldier/Inf_F_43.png
"",Lieutenant JG,Eva,Beimler,,Eva,Beimler,,,,3002-02-23,Active,Female,Elite,Soldier,Jump Platoon (Rifle) #2,VTOL Infantry,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,2,-,-,3,-,-,-,-,-,-,-,-,-,-,0,1,"2,880 C-Bill",2,Lyran Commonwealth,Icar,3002-02-23,3028-01-01,3028-09-04,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,Female/Soldier/Inf_F_22.png
"",Sergeant,Brittany,Trinh,,Brittany,Trinh,,,,3003-08-01,Active,Female,Veteran,Soldier,Jump Platoon (Rifle) #2,VTOL Infantry,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1,"1,200 C-Bill",2,Independent,Star's End (Novo Cressidas),3003-08-01,3028-01-01,3028-09-11,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,Female/Soldier/Inf_F_4.png
"",Sergeant,Nuzha,Ala' al din,,Nuzha,Ala' al din,,,,3006-05-07,Active,Female,Veteran,Soldier,Jump Platoon (Rifle) #2,VTOL Infantry,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1,"1,200 C-Bill",3,Mercenary,Chateau,3006-05-07,3028-01-01,3028-09-11,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,Female/Soldier/Inf_F_1.png
