Person,Rank,First Name,Last Name,Pre-Nominal,Given Name,Surname,Bloodname,Post-Nominal,Callsign,Age,Status,Gender,Skill Level,Profession,Unit Assignment,Force,Deployed,Mek,Vehicle,Naval,VTOL,Aero,Aircraft,Vessel,Battle Armour,Small Arms,Anti-Mek,Artillery,Tactics,Strategy,Leadership,Tech/Mek,Tech/Aero,Mechanic,Tech/BA,Tech/Vessel,Medical,Admin,Negotiation,Scrounge,Injuries,Kills,Salary,XP,Origin Faction,Origin Planet,Birthday,Recruitment Date,Last Rank Change,Due Date,Retirement Date,Death Date,Commander,Founder,Clan Personnel,Interested in Marriage,Divorceable,Interested in Children,Excluded from Random Death,Toughness,Connections,Wealth,Reputation,Unlucky,Fatigue,Edge,SPA Count,Implant Count,Loyalty,Education,Aggression,Ambition,Greed,Social,Reasoning,Strength,Body,Reflexes,Dexterity,Intelligence,Willpower,Charisma
"",Sergeant,Talos,Plastiras,,Talos,Plastiras,,,,3122-03-21,Active,Male,Veteran,Soldier,Foot Platoon (Anti-'Mech) (Rifle),Charlie Lance,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,372 C-Bill",0,Mercenary,Athenry,3122-03-21,3151-05-13,3151-05-13,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,0,-1,0,0,0,14,High School,None (-),None (-),Dynamic (+),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Jennifer,Shetty,,Jennifer,Shetty,,,,3130-09-03,Active,Female,Green,Soldier,Foot Platoon (Anti-'Mech) (Rifle),Charlie Lance,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,6,-,5,7,-,-,-,-,-,-,-,-,-,-,-,0,0,878 C-Bill,0,Mercenary,Styx,3130-09-03,3151-05-13,3151-05-13,,,,No,No,No,Yes,N/A,No,No,0,0,0,0,0,0,0,0,0,12,High School,None (-),None (-),None (-),Considerate (+),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Thomasina,Nance,,Thomasina,Nance,,,,3132-10-06,Active,Female,Veteran,Soldier,Foot Platoon (Anti-'Mech) (Rifle),Charlie Lance,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,4,-,6,-,-,-,-,-,-,-,-,-,-,-,-,0,0,878 C-Bill,0,Mercenary,Alula Australis,3132-10-06,3151-05-13,3151-05-13,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,0,-1,0,0,0,11,High School,None (-),None (-),Self-Serving (-),Persuasive (+),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Amir,le Guen,,Amir,le Guen,,,,3130-08-15,Active,Male,Elite,Soldier,Foot Platoon (Anti-'Mech) (Rifle),Charlie Lance,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,3,-,-,7,-,-,-,-,-,-,-,-,-,-,-,0,0,878 C-Bill,0,Mercenary,Caph,3130-08-15,3151-05-13,3151-05-13,,,,No,No,No,No,N/A,N/A,No,0,0,0,0,0,-2,0,0,0,15,High School,None (-),Innovative (++),None (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Claude,Paquet,,Claude,Paquet,,,,3129-04-29,Active,Male,Regular,Soldier,Foot Platoon (Anti-'Mech) (Rifle),Charlie Lance,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,5,-,-,7,-,-,-,-,-,-,-,-,-,-,-,0,0,878 C-Bill,0,Mercenary,Imbros III,3129-04-29,3151-05-13,3151-05-13,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,0,0,0,0,0,10,College,Savage (--),None (-),None (-),None (-),11,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Bento,Jaudenes,,Bento,Jaudenes,,,,3124-04-29,Active,Male,Elite,Soldier,Foot Platoon (Anti-'Mech) (Rifle),Charlie Lance,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,878 C-Bill,0,Mercenary,Lipton,3124-04-29,3151-05-13,3151-05-13,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,0,-2,0,0,0,11,College,Daring (+),None (-),None (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Dennis,Xiong,,Dennis,Xiong,,,,3128-04-21,Active,Male,Elite,Soldier,Foot Platoon (Anti-'Mech) (Rifle),Charlie Lance,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,2,-,-,7,-,-,-,-,-,-,-,-,-,-,-,0,0,878 C-Bill,0,Mercenary,Lipton,3128-04-21,3151-05-13,3151-05-13,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,0,-2,0,0,0,14,High School,Reckless (-),None (-),None (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Sergeant,Ryan,Gray,,Ryan,Gray,,,,3124-09-25,Active,Male,Elite,Soldier,Foot Platoon (Anti-'Mech) (Rifle),Charlie Lance,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,372 C-Bill",0,Mercenary,Yorii,3124-09-25,3151-05-13,3151-05-13,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,0,-2,0,0,0,14,High School,Aggressive (-),None (-),None (-),None (-),13,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Markus,Plihta,,Markus,Plihta,,,,3131-03-31,Active,Male,Veteran,Soldier,Foot Platoon (Anti-'Mech) (Rifle),Charlie Lance,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,878 C-Bill,0,Mercenary,Tau Ceti,3131-03-31,3151-05-13,3151-05-13,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,0,-1,0,0,0,5,High School,None (-),Aspiring (+),None (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Bin,Mei,,Bin,Mei,,,,3131-06-24,Active,Male,Elite,Soldier,Foot Platoon (Anti-'Mech) (Rifle),Charlie Lance,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,878 C-Bill,0,Mercenary,Pollux,3131-06-24,3151-05-13,3151-05-13,,,,No,No,No,No,N/A,N/A,No,0,0,0,0,0,-2,0,0,0,6,High School,None (-),Unscrupulous (-),None (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Luso,Taptalov,,Luso,Taptalov,,,,3125-08-26,Active,Female,Regular,Soldier,Foot Platoon (Anti-'Mech) (Rifle),Charlie Lance,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,878 C-Bill,0,Mercenary,New Home,3125-08-26,3151-05-13,3151-05-13,,,,No,No,No,No,N/A,Yes,No,0,0,0,0,0,0,0,0,0,11,High School,Daring (+),None (-),None (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Hayden,Jackson,,Hayden,Jackson,,,,3124-06-21,Active,Male,Veteran,Soldier,Foot Platoon (Anti-'Mech) (Rifle),Charlie Lance,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,878 C-Bill,0,Mercenary,Capolla,3124-06-21,3151-05-13,3151-05-13,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,0,-1,0,0,0,6,College,None (-),Controlling (-),Insightful (+),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Clifton,Owoduni,,Clifton,Owoduni,,,,3128-10-08,Active,Male,Veteran,Soldier,Foot Platoon (Anti-'Mech) (Rifle),Charlie Lance,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,4,-,-,7,-,-,-,-,-,-,-,-,-,-,-,0,0,878 C-Bill,0,Mercenary,Outreach,3128-10-08,3151-05-13,3151-05-13,,,,No,No,No,N/A,Yes,N/A,No,0,0,0,0,0,-1,0,0,0,10,High School,None (-),Resourceful (++),Tactical (+),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",,Miren,López,,Miren,López,,,,3129-01-24,Active,Female,Regular,Dependent,-,-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0 C-Bill,0,Mercenary,Terra,3129-01-24,3151-05-13,,3152-03-31,,,No,No,No,N/A,Yes,Yes,No,0,0,0,0,0,0,0,0,0,11,High School,None (-),None (-),None (-),Apathetic (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Martina,Cobrella,,Martina,Cobrella,,,,3125-10-14,Active,Female,Regular,Soldier,Foot Platoon (Anti-'Mech) (Rifle),Charlie Lance,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,878 C-Bill,0,Mercenary,Menkent,3125-10-14,3151-05-13,3151-05-13,,,,No,No,No,Yes,N/A,No,No,0,0,0,0,0,0,0,0,0,14,High School,None (-),Calculating (+),None (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Sergeant,Guo-fang,Zhào,,Guo-fang,Zhào,,,,3122-07-30,Active,Male,Elite,Soldier,Foot Platoon (Anti-'Mech) (Rifle),Charlie Lance,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,372 C-Bill",0,Mercenary,Styx,3122-07-30,3151-05-13,3151-05-13,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,0,-2,0,0,0,4,College,None (-),Goal-Oriented (+),None (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Melissa,Bloeckner,,Melissa,Bloeckner,,,,3125-09-25,Active,Female,Elite,Soldier,Foot Platoon (Anti-'Mech) (Rifle),Charlie Lance,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,2,-,-,7,-,-,-,-,-,-,-,-,-,-,-,0,0,878 C-Bill,0,Mercenary,Chara (Pacifica),3125-09-25,3151-05-13,3151-05-13,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,0,-2,0,0,0,6,High School,None (-),None (-),None (-),Inspiring (+),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Isabel,Klah,,Isabel,Klah,,,,3128-07-22,Active,Female,Regular,Soldier,Foot Platoon (Anti-'Mech) (Rifle),Charlie Lance,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,878 C-Bill,0,Mercenary,Pike IV,3128-07-22,3151-05-13,3151-05-13,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,0,0,0,0,0,10,High School,None (-),None (-),None (-),None (-),13,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Gareth,Bedser,,Gareth,Bedser,,,,3129-07-20,Active,Male,Veteran,Soldier,Foot Platoon (Anti-'Mech) (Rifle),Charlie Lance,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,878 C-Bill,0,Mercenary,Procyon,3129-07-20,3151-05-13,3151-05-13,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,0,-1,0,0,0,10,College,None (-),None (-),None (-),Untrustworthy (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Carolyn,Torres,,Carolyn,Torres,,,,3122-05-28,Active,Female,Elite,Soldier,Foot Platoon (Anti-'Mech) (Rifle),Charlie Lance,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,3,-,-,6,-,-,-,-,-,-,-,-,-,-,-,0,0,878 C-Bill,0,Mercenary,Thorin,3122-05-28,3151-05-13,3151-05-13,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,0,-2,0,0,0,11,College,Bold (+),Motivated (+),None (-),None (-),16,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Kinnosuke,Ozaki,,Kinnosuke,Ozaki,,,,3128-05-16,Active,Male,Elite,Soldier,Foot Platoon (Anti-'Mech) (Rifle),Charlie Lance,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,878 C-Bill,0,Mercenary,Lipton,3128-05-16,3151-05-13,3151-05-13,,,,No,No,No,No,N/A,N/A,No,0,0,0,0,0,-2,0,0,0,12,College,None (-),None (-),Self-Serving (-),None (-),10,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Sergeant,Ian,Westerbos,,Ian,Westerbos,,,,3122-01-25,Active,Male,Veteran,Soldier,Foot Platoon (Anti-'Mech) (Rifle),Charlie Lance,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,372 C-Bill",0,Mercenary,Asta,3122-01-25,3151-05-13,3151-05-13,,,,No,No,No,Yes,N/A,N/A,No,1,0,0,0,0,-1,0,0,0,13,College,Impetuous (-),None (-),None (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Lieutenant JG,Annika,Pensomn,,Annika,Pensomn,,,,3133-10-05,Active,Female,Elite,Soldier,Foot Platoon (Anti-'Mech) (Rifle),Charlie Lance,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,998 C-Bill,0,Mercenary,Capolla,3133-10-05,3151-05-13,3151-05-13,,,,No,No,No,Yes,N/A,No,No,0,0,0,0,0,-2,0,0,0,9,High School,None (-),Strategic (+),None (-),Receptive (+),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Sergeant,Maurício,Losano,,Maurício,Losano,,,,3130-12-11,Killed in Action,Male,Veteran,Vehicle Gunner,-,-,-,-/-,4/-,4/-,4/-,-/-,-/-,-/-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,0,"1,647 C-Bill",5,Mercenary,Northwind,3130-12-11,3151-05-13,3151-05-13,,,3151-06-08,No,No,No,Yes,N/A,N/A,N/A,0,0,0,0,0,-1,0,0,0,18,High School,None (-),Energetic (+),None (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Wanting,Trydal,,Wanting,Trydal,,,,3129-12-26,Killed in Action,Female,Regular,Vehicle Gunner,-,-,-,-/-,5/-,5/-,5/-,-/-,-/-,-/-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,0,"1,053 C-Bill",5,Mercenary,Dieron,3129-12-26,3151-05-13,3151-05-13,,,3151-06-08,No,No,No,Yes,N/A,No,N/A,0,0,0,0,0,0,0,0,0,13,High School,None (-),None (-),None (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Callum,MacQuistan,,Callum,MacQuistan,,,,3133-04-27,Killed in Action,Male,Veteran,Vehicle Gunner,-,-,-,-/-,4/-,4/-,4/-,-/-,-/-,-/-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,0,"1,053 C-Bill",5,Mercenary,Oliver,3133-04-27,3151-05-13,3151-05-13,,,3151-06-08,No,No,No,Yes,N/A,N/A,N/A,0,0,0,0,0,-1,0,0,0,11,High School,None (-),None (-),None (-),Erratic (-),14,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Todd,Zhi,,Todd,Zhi,,,,3133-11-24,Active,Male,Regular,Vehicle Driver,-,-,-,-/-,4/5,4/-,4/-,-/-,-/-,-/-,-,7,-,-,8,-,-,-,-,-,-,-,-,-,-,-,3,0,"1,053 C-Bill",10,Mercenary,Tyrfing,3133-11-24,3151-05-13,3151-05-13,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,0,0,0,0,0,9,Early Childhood,Daring (+),None (-),None (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Sameeha,Sayyar,,Sameeha,Sayyar,,,,3124-07-04,Active,Female,Regular,MekTech,Shadow Hawk IIC 8 (240m),-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,0,0,936 C-Bill,1,Draconis Combine,Nirasaki,3124-07-04,3151-05-13,3151-05-13,,,,No,No,No,Yes,N/A,No,No,0,0,0,0,0,0,0,0,0,10,High School,Intrepid (+),None (-),None (-),None (-),13,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Iffat,Entee,,Iffat,Entee,,,,3129-06-22,Active,Female,Green,MekTech,-,-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,0,0,936 C-Bill,0,Mercenary,Terra Firma,3129-06-22,3151-05-13,3151-05-13,,,,No,No,No,Yes,N/A,No,No,0,0,0,0,0,0,0,0,0,10,High School,None (-),None (-),None (-),Empathetic (+),14,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Mihàil,Daci,,Mihàil,Daci,,,,3133-01-20,Active,Male,Green,MekTech,-,-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,0,0,936 C-Bill,2,Capellan Confederation,Epsilon Indi,3133-01-20,3151-05-13,3151-05-13,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,0,0,0,0,0,6,High School,None (-),None (-),Greedy (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Lu-shan,Bing,,Lu-shan,Bing,,,,3126-03-08,Active,Male,Regular,MekTech,Thunderbolt C 2 (Darius) Mk II (300m),-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,0,0,936 C-Bill,0,Republic of the Sphere,Caph,3126-03-08,3151-05-13,3151-05-13,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,0,0,0,0,0,12,High School,None (-),None (-),None (-),Disingenuous (-),13,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Daryl,Mak,,Daryl,Mak,,,,3131-09-15,Active,Male,Regular,MekTech,Locust IIC 2 (180m),-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,0,0,936 C-Bill,0,Mercenary,Menkent,3131-09-15,3151-05-13,3151-05-13,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,0,0,0,0,0,9,College,Overbearing (-),None (-),None (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Rolf,,,Rolf,,,,,3129-02-05,Active,Male,Regular,Freeborn MekTech,Black Hawk (Nova) S (240m),-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,0,0,936 C-Bill,0,Clan Jade Falcon,Menkent,3129-02-05,3151-05-13,3151-05-13,,,,No,No,Yes,Yes,N/A,N/A,No,0,0,0,0,0,-2,0,0,0,9,High School,None (-),None (-),None (-),None (-),9,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Svatoslav,Weckend,,Svatoslav,Weckend,,,,3124-07-18,Active,Male,Regular,MekTech,Black Hawk (Nova) C (240m),-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,0,0,936 C-Bill,2,Republic of the Sphere,Caph,3124-07-18,3151-05-13,3151-05-13,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,0,0,0,0,0,10,College,None (-),None (-),None (-),Apathetic (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Captain,Dr Lloyd,Celaster,Dr,Lloyd,Celaster,,,,3130-10-21,Active,Male,Veteran,Freeborn Doctor,-,-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,0,0,"3,000 C-Bill",0,Clan Jade Falcon,Muphrid,3130-10-21,3151-05-13,3151-05-13,,,,No,No,Yes,Yes,N/A,N/A,No,0,0,0,0,0,-3,0,0,0,15,Early Childhood,None (-),None (-),Hoarding (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Sabeeka,Yasar,,Sabeeka,Yasar,,,,3130-04-21,Active,Female,Regular,Mechanic,-,-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,0,0,936 C-Bill,0,Interstellar Expeditions,Tyrfing,3130-04-21,3151-05-13,3151-05-13,,,,No,No,No,Yes,N/A,Yes,No,1,0,0,0,0,0,0,0,0,12,High School,None (-),None (-),None (-),Irritable (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Wagih,Toto,,Wagih,Toto,,,,3125-08-27,Active,Male,Veteran,Mechanic,-,-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,0,0,936 C-Bill,0,Mercenary,Epsilon Eridani,3125-08-27,3151-05-13,3151-05-13,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,0,-1,0,0,0,12,College,None (-),None (-),None (-),Empathetic (+),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Karina,Larsen,,Karina,Larsen,,,,3130-05-08,Active,Female,Green,Mechanic,Rommel Tank (Howitzer) Production (300m),-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,0,0,936 C-Bill,0,Mercenary,Pike IV,3130-05-08,3151-05-13,3151-05-13,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,0,0,0,0,0,14,High School,Impulsive (-),None (-),None (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Mckenna,Karsumaatmaja,,Mckenna,Karsumaatmaja,,,,3128-08-25,Active,Female,Regular,Mechanic,-,-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,0,0,936 C-Bill,1,Republic of the Sphere,Caph,3128-08-25,3151-05-13,3151-05-13,,,,No,No,No,Yes,N/A,No,No,0,0,0,0,0,0,0,0,0,12,High School,Intrepid (+),Diligent (+),None (-),None (-),14,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Shan-tang,Huang,,Shan-tang,Huang,,,,3124-07-11,Active,Male,Ultra-Green,Medic,-,-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,468 C-Bill,0,Mercenary,Carver V,3124-07-11,3151-05-13,3151-05-13,,,,No,No,No,Yes,N/A,N/A,No,-1,0,0,0,0,0,0,0,0,16,High School,None (-),None (-),None (-),None (-),14,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Lizabeta,,,Lizabeta,,,,,3129-10-05,Active,Female,Ultra-Green,Freeborn Medic,-,-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,468 C-Bill,0,Clan Jade Falcon,Thorin,3129-10-05,3151-05-13,3151-05-13,,,,No,No,Yes,Yes,N/A,No,No,0,0,0,0,0,-2,0,0,0,11,High School,None (-),None (-),Hoarding (-),Indifferent (-),11,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Higino,Perenno,,Higino,Perenno,,,,3133-02-21,Active,Male,Ultra-Green,Medic,-,-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,468 C-Bill,0,Mercenary,Graham IV,3133-02-21,3151-05-13,3151-05-13,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,0,0,0,0,0,7,Early Childhood,None (-),None (-),None (-),None (-),14,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Stanley,Zisimides,,Stanley,Zisimides,,,,3127-10-10,Active,Other,Ultra-Green,Medic,-,-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,468 C-Bill,0,Mercenary,Rigil Kentarus,3127-10-10,3151-05-13,3151-05-13,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,0,0,0,0,0,15,High School,None (-),Energetic (+),None (-),Pompous (--),10,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Cedric,Sneer,,Cedric,Sneer,,,,3129-11-10,Active,Male,Green,Admin/Command,-,-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,0,0,585 C-Bill,2,Lyran Commonwealth,Muphrid,3129-11-10,3151-05-13,3151-05-13,,,,No,No,No,Yes,N/A,N/A,No,1,0,0,0,0,0,0,0,0,7,Post-Graduate,None (-),Resilient (+),None (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Gorane,López,,Gorane,López,,,,3133-03-29,Active,Female,Green,Admin/Logistical,-,-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,0,0,585 C-Bill,1,Mercenary,Menkent,3133-03-29,3151-05-13,3151-05-13,,,,No,No,No,Yes,N/A,No,No,0,0,0,0,0,0,0,0,0,9,High School,None (-),Aspiring (+),None (-),None (-),14,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
